prompt,completion
中青博联整合营销顾问股份有限公司的股东有哪些?,业荣惠华咨询(北京)有限责任公司、北京信和展业投资管理中心(有限合伙)、北京九方合纵投资管理有限公司、中青旅控股股份有限公司、北京联众融泽投资管理中心(有限合伙)
中青博联整合营销顾问股份有限公司的公司地址？,北京市东城区东直门南大街5号中青旅大厦16层(东二环)
中青博联整合营销顾问股份有限公司的证券代码是？,837784
中青博联整合营销顾问股份有限公司的法人代表？,王思联
中青博联整合营销顾问股份有限公司的中文简称？,中青博联
社忧(上海)网络技术股份有限公司的股东有哪些?,高榕资本(深圳)投资中心(有限合伙)、上海银湾生活网络股份有限公司、陈荣、谷仁文、夏昕
社忧(上海)网络技术股份有限公司的公司地址？,上海市浦东新区双桥路1255号3-12单元
社忧(上海)网络技术股份有限公司的证券代码是？,834834
社忧(上海)网络技术股份有限公司的法人代表？,张利
社忧(上海)网络技术股份有限公司的中文简称？,社忧网络
北京汇能精电科技股份有限公司的股东有哪些?,张永岐、孙本新、孙斌、何宪云
北京汇能精电科技股份有限公司的公司地址？,北京市海淀区上地信息产业基地三街1号楼二层228号
北京汇能精电科技股份有限公司的证券代码是？,830996
北京汇能精电科技股份有限公司的法人代表？,孙本新
北京汇能精电科技股份有限公司的中文简称？,汇能精电
江苏怡人纺织科技股份有限公司的股东有哪些?,扬州同力建设有限公司、扬州邦兴包装制品有限公司、江苏万博集团有限公司、徐德文、侯令
江苏怡人纺织科技股份有限公司的公司地址？,江苏省仪征市真州镇胥浦工业集中区纵二路1号-1
江苏怡人纺织科技股份有限公司的证券代码是？,871957
江苏怡人纺织科技股份有限公司的法人代表？,侯广浩
江苏怡人纺织科技股份有限公司的中文简称？,怡人纺织
长江绿海环境工程股份有限公司的股东有哪些?,北京天星光亚投资中心(有限合伙)、吴少春、包小珍、叶斌、林善福、吴路琴、章晓静、马克立、李楠
长江绿海环境工程股份有限公司的公司地址？,云南省昆明市新螺蛳湾国际商贸城一期1号写字楼20层
长江绿海环境工程股份有限公司的证券代码是？,833382
长江绿海环境工程股份有限公司的法人代表？,林善福
长江绿海环境工程股份有限公司的中文简称？,长江绿海
开封市新伟电子科技股份有限公司的股东有哪些?,檀建超、毛伟、李博、马慧娟、宁动晟
开封市新伟电子科技股份有限公司的公司地址？,河南省开封市汉兴路中段17号
开封市新伟电子科技股份有限公司的证券代码是？,832230
开封市新伟电子科技股份有限公司的法人代表？,翟怡蒙
开封市新伟电子科技股份有限公司的中文简称？,新伟科技
山东征宙机械股份有限公司的股东有哪些?,山东开来资本管理股份有限公司、平原云科智能共享科技有限公司、平原县经济开发投资有限公司、张秀清、杨小玲
山东征宙机械股份有限公司的公司地址？,山东省平原县光明东大街656号
山东征宙机械股份有限公司的证券代码是？,831293
山东征宙机械股份有限公司的法人代表？,王峰
山东征宙机械股份有限公司的中文简称？,征宙机械
福建福能融资租赁股份有限公司的股东有哪些?,福建中阳建筑工程有限公司、福建省能源集团有限责任公司、林洪山、施秀妹
福建福能融资租赁股份有限公司的公司地址？,福州市鼓楼区五四路75号福建外贸大厦30层
福建福能融资租赁股份有限公司的证券代码是？,832743
福建福能融资租赁股份有限公司的法人代表？,谢基颂
福建福能融资租赁股份有限公司的中文简称？,福能租赁
唐山曹妃甸联城科技股份有限公司的股东有哪些?,唐山太阳城投资发展有限公司、唐山曹妃甸渤创实业有限公司
唐山曹妃甸联城科技股份有限公司的公司地址？,河北省唐山曹妃甸新城科技创新产业园C2实训楼
唐山曹妃甸联城科技股份有限公司的证券代码是？,S02954
唐山曹妃甸联城科技股份有限公司的法人代表？,高峡
唐山曹妃甸联城科技股份有限公司的中文简称？,联城科技
哈尔滨艾瑞排放控制技术股份有限公司的股东有哪些?,天津盛宾利投资有限公司、哈尔滨师度投资管理中心(有限合伙)、卜范滨、卜祥楠、张瑞华
哈尔滨艾瑞排放控制技术股份有限公司的公司地址？,哈尔滨市平房区威海路19号
哈尔滨艾瑞排放控制技术股份有限公司的证券代码是？,872573
哈尔滨艾瑞排放控制技术股份有限公司的法人代表？,卜范滨
哈尔滨艾瑞排放控制技术股份有限公司的中文简称？,艾瑞技术
湖北山鼎环境科技股份有限公司的股东有哪些?,张宝军、何平定、张孝俊、龚军先
湖北山鼎环境科技股份有限公司的公司地址？,湖北省十堰市北京中路38号(十堰职业技术学院5号楼5218室)
湖北山鼎环境科技股份有限公司的证券代码是？,S02957
湖北山鼎环境科技股份有限公司的法人代表？,张宝军
湖北山鼎环境科技股份有限公司的中文简称？,山鼎环境
漯河利通液压科技股份有限公司的股东有哪些?,漯河市恒和企业管理咨询合伙企业(有限合伙)、漯河市祥鑫企业管理咨询合伙企业(有限合伙)、赵洪亮、刘雪苹
漯河利通液压科技股份有限公司的公司地址？,河南省漯河经济开发区民营工业园
漯河利通液压科技股份有限公司的证券代码是？,832225
漯河利通液压科技股份有限公司的法人代表？,赵洪亮
漯河利通液压科技股份有限公司的中文简称？,利通科技
南京盈放科技股份有限公司的股东有哪些?,王腊先、陆义保、吴微、朱春泉、施俊
南京盈放科技股份有限公司的公司地址？,江苏省南京市鼓楼区中山北路28号江苏商厦23层
南京盈放科技股份有限公司的证券代码是？,834939
南京盈放科技股份有限公司的法人代表？,陆义保
南京盈放科技股份有限公司的中文简称？,盈放科技
成都瑞安云科技股份有限公司的股东有哪些?,成都金纥商务信息咨询中心(有限合伙)、成都恒驰企业管理中心(有限合伙)、戴侣峻、何川
成都瑞安云科技股份有限公司的公司地址？,四川省成都市武侯区望江路1号中海广场10楼
成都瑞安云科技股份有限公司的证券代码是？,871879
成都瑞安云科技股份有限公司的法人代表？,何川
成都瑞安云科技股份有限公司的中文简称？,瑞 安 云
深圳华侨城文化旅游科技集团有限公司的股东有哪些?,深圳华侨城股份有限公司、李坚、文红光、贾宝罗
深圳华侨城文化旅游科技集团有限公司的公司地址？,深圳市南山区香山路甲一号后楼
深圳华侨城文化旅游科技集团有限公司的证券代码是？,833775
深圳华侨城文化旅游科技集团有限公司的法人代表？,陈跃华
深圳华侨城文化旅游科技集团有限公司的中文简称？,文旅科技
北京新片场传媒股份有限公司的股东有哪些?,北京红杉盛德股权投资中心(有限合伙)、杭州阿里创业投资有限公司、尹兴良
北京新片场传媒股份有限公司的公司地址？,北京市东城区交道口南大街菊儿胡同7号一轻研究所院内C座
北京新片场传媒股份有限公司的证券代码是？,834630
北京新片场传媒股份有限公司的法人代表？,尹兴良
北京新片场传媒股份有限公司的中文简称？,新 片 场
沈阳鼎圣科技股份有限公司的股东有哪些?,程建军、戴玉民、孙秀芳、牟振东、孙嘉浓、白璐、赵宇
沈阳鼎圣科技股份有限公司的公司地址？,辽宁省沈阳市浑南新区金辉街1号1-18-1
沈阳鼎圣科技股份有限公司的证券代码是？,839660
沈阳鼎圣科技股份有限公司的法人代表？,戴玉民
沈阳鼎圣科技股份有限公司的中文简称？,鼎圣科技
深圳优力可科技股份有限公司的股东有哪些?,深圳市民乐管业有限公司
深圳优力可科技股份有限公司的公司地址？,深圳市光明新区公明办事处合水口社区第三工业区第22栋1、2楼
深圳优力可科技股份有限公司的证券代码是？,836715
深圳优力可科技股份有限公司的法人代表？,麦海东
深圳优力可科技股份有限公司的中文简称？,优 力 可
上海昂盛智能工程股份有限公司的股东有哪些?,李军、王飙、胡晓蕾、仇文琴、解乐
上海昂盛智能工程股份有限公司的公司地址？,上海市静安区万航渡路829弄1号2301室
上海昂盛智能工程股份有限公司的证券代码是？,430379
上海昂盛智能工程股份有限公司的法人代表？,王麒烨
上海昂盛智能工程股份有限公司的中文简称？,昂盛智能
广东优信无限网络股份有限公司的股东有哪些?,广州智卓投资合伙企业(有限合伙)、赵学海、魏翰、周中山、马孝周、刘洪东、王璐、缪炜
广东优信无限网络股份有限公司的公司地址？,广东省东莞市南城区白马荣鑫商业城
广东优信无限网络股份有限公司的证券代码是？,839312
广东优信无限网络股份有限公司的法人代表？,周中山
广东优信无限网络股份有限公司的中文简称？,优信无限
广西天涌节能科技股份有限公司的股东有哪些?,梁华易、王莉、王秀刚、杨子全
广西天涌节能科技股份有限公司的公司地址？,广西壮族自治区柳州市城中区沿江路13号望江雅居6栋7室
广西天涌节能科技股份有限公司的证券代码是？,430534
广西天涌节能科技股份有限公司的法人代表？,梁华易
广西天涌节能科技股份有限公司的中文简称？,天涌科技
北京赛格立诺办公科技股份有限公司的股东有哪些?,北京印通信融投资中心(有限合伙)、任志雄、王文喆、陈川、陈军
北京赛格立诺办公科技股份有限公司的公司地址？,北京市东城区安定路20号中关村燕都信息服务产业园1座2F
北京赛格立诺办公科技股份有限公司的证券代码是？,831449
